x,T,,,
8.22E-01,8.90E-11,,,
8.23E-01,8.50E-11,,,
8.24E-01,8.11E-11,,,
8.25E-01,7.75E-11,,,
8.26E-01,7.39E-11,,,
8.27E-01,7.06E-11,,,
8.28E-01,6.74E-11,,,
8.29E-01,6.43E-11,,,
8.30E-01,6.14E-11,,,
8.31E-01,5.86E-11,,,
8.32E-01,5.59E-11,,,
8.33E-01,5.34E-11,,,
8.34E-01,5.09E-11,,,
8.35E-01,4.86E-11,,,
8.36E-01,4.64E-11,,,
8.37E-01,4.43E-11,,,
8.38E-01,4.22E-11,,,
8.39E-01,4.03E-11,,,
8.40E-01,3.84E-11,,,
8.41E-01,3.67E-11,,,
8.42E-01,3.50E-11,,,
8.43E-01,3.33E-11,,,
8.44E-01,3.18E-11,,,
8.45E-01,3.03E-11,,,
8.46E-01,2.89E-11,,,
8.47E-01,2.76E-11,,,
8.48E-01,2.63E-11,,,
8.49E-01,2.51E-11,,,
8.50E-01,2.39E-11,,,
8.51E-01,2.28E-11,,,
8.52E-01,2.17E-11,,,
8.53E-01,2.07E-11,,,
8.54E-01,1.97E-11,,,
8.55E-01,1.88E-11,,,
8.56E-01,1.79E-11,,,
8.57E-01,1.71E-11,,,
8.58E-01,1.63E-11,,,
8.59E-01,1.55E-11,,,
8.60E-01,1.48E-11,,,
8.61E-01,1.41E-11,,,
8.62E-01,1.34E-11,,,
8.63E-01,1.28E-11,,,
8.64E-01,1.22E-11,,,
8.65E-01,1.16E-11,,,
8.66E-01,1.10E-11,,,
8.67E-01,1.05E-11,,,
8.68E-01,1.00E-11,,,
8.69E-01,9.54E-12,,,
8.70E-01,9.09E-12,,,
8.71E-01,8.65E-12,,,
8.72E-01,8.24E-12,,,
8.73E-01,7.84E-12,,,
8.74E-01,7.47E-12,,,
8.75E-01,7.11E-12,,,
8.76E-01,6.77E-12,,,
8.77E-01,6.44E-12,,,
8.78E-01,6.13E-12,,,
8.79E-01,5.84E-12,,,
8.80E-01,5.55E-12,,,
8.81E-01,5.29E-12,,,
8.82E-01,5.03E-12,,,
8.83E-01,4.79E-12,,,
8.84E-01,4.55E-12,,,
8.85E-01,4.33E-12,,,
8.86E-01,4.12E-12,,,
8.87E-01,3.92E-12,,,
8.88E-01,3.73E-12,,,
8.89E-01,3.55E-12,,,
8.90E-01,3.38E-12,,,
8.91E-01,3.21E-12,,,
8.92E-01,3.05E-12,,,
8.93E-01,2.90E-12,,,
8.94E-01,2.76E-12,,,
8.95E-01,2.63E-12,,,
8.96E-01,2.50E-12,,,
8.97E-01,2.37E-12,,,
8.98E-01,2.26E-12,,,
8.99E-01,2.15E-12,,,
9.00E-01,2.04E-12,,,
9.01E-01,1.94E-12,,,
9.02E-01,1.84E-12,,,
9.03E-01,1.75E-12,,,
9.04E-01,1.67E-12,,,
9.05E-01,1.58E-12,,,
9.06E-01,1.51E-12,,,
9.07E-01,1.43E-12,,,
9.08E-01,1.36E-12,,,
9.09E-01,1.29E-12,,,
9.10E-01,1.23E-12,,,
9.11E-01,1.17E-12,,,
9.12E-01,1.11E-12,,,
9.13E-01,1.06E-12,,,
9.14E-01,1.00E-12,,,
9.15E-01,9.53E-13,,,
9.16E-01,9.06E-13,,,
9.17E-01,8.61E-13,,,
9.18E-01,8.19E-13,,,
9.19E-01,7.78E-13,,,
9.20E-01,7.40E-13,,,
9.21E-01,7.03E-13,,,
9.22E-01,6.69E-13,,,
9.23E-01,6.36E-13,,,
9.24E-01,6.05E-13,,,
9.25E-01,5.76E-13,,,
9.26E-01,5.48E-13,,,
9.27E-01,5.21E-13,,,
9.28E-01,4.96E-13,,,
9.29E-01,4.73E-13,,,
9.30E-01,4.50E-13,,,
9.31E-01,4.29E-13,,,
9.32E-01,4.09E-13,,,
9.33E-01,3.90E-13,,,
9.34E-01,3.72E-13,,,
9.35E-01,3.55E-13,,,
9.36E-01,3.39E-13,,,
9.37E-01,3.24E-13,,,
9.38E-01,3.10E-13,,,
9.39E-01,2.97E-13,,,
9.40E-01,2.85E-13,,,
9.41E-01,2.73E-13,,,
9.42E-01,2.63E-13,,,
9.43E-01,2.52E-13,,,
9.44E-01,2.43E-13,,,
9.45E-01,2.34E-13,,,
9.46E-01,2.26E-13,,,
9.47E-01,2.19E-13,,,
9.48E-01,2.12E-13,,,
9.49E-01,2.06E-13,,,
9.50E-01,2.01E-13,,,
9.51E-01,1.96E-13,,,
9.52E-01,1.91E-13,,,
9.53E-01,1.87E-13,,,
9.54E-01,1.84E-13,,,
9.55E-01,1.81E-13,,,
9.56E-01,1.79E-13,,,
9.57E-01,1.77E-13,,,
9.58E-01,1.76E-13,,,
9.59E-01,1.75E-13,,,
9.60E-01,1.75E-13,,,
